Audio File	Object Path
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\BarrierSingle.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Barrier\<Sound SFX>BarrierSingle
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Bide.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Bide
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Bind.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Bind
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Bite.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Bite
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Blizzard.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Blizzard\<Sound SFX>Blizzard
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Blizzard1.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Blizzard\<Sound SFX>Blizzard1
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Blizzard2.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Blizzard\<Sound SFX>Blizzard2
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\BlizzardDirect.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Blizzard\<Sound SFX>BlizzardDirect
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\BodySlam.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>BodySlam
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\BoneClub.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>BoneClub
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Bonemerang.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Bonemerang\<Sound SFX>Bonemerang
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Bonemerang1.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Bonemerang\<Sound SFX>Bonemerang1
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Bonemerang2.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Bonemerang\<Sound SFX>Bonemerang2
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Bubble.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Bubble
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Bubblebeam.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Bubblebeam\<Sound SFX>Bubblebeam
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Bubblebeam1.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Bubblebeam\<Sound SFX>Bubblebeam1
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Bubblebeam2.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Bubblebeam\<Sound SFX>Bubblebeam2
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Bubblebeam3.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Bubblebeam\<Sound SFX>Bubblebeam3
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\BubblebeamDirect.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Bubblebeam\<Sound SFX>BubblebeamDirect
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Clamp.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Clamp
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\CometPunch.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>CometPunch\<Sound SFX>CometPunch
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\CometPunchDelay.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>CometPunch\<Sound SFX>CometPunchDelay
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\CometPunchSingle.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>CometPunch\<Sound SFX>CometPunchSingle
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\ConfuseRay.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>ConfuseRay
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Confusion.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Confusion
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Constrict.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Constrict
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Conversion.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Conversion\<Sound SFX>Conversion
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Conversion1.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Conversion\<Sound SFX>Conversion1
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Conversion2.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Conversion\<Sound SFX>Conversion2
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Counter.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Counter
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Crabhammer.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Crabhammer
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Cut.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Cut
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\DefenseCurl.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>DefenseCurl
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Dig.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Dig
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Disable.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Disable
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\DizzyPunch.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>DizzyPunch\<Sound SFX>DizzyPunch
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\DizzyPunch1Single.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>DizzyPunch\<Sound SFX>DizzyPunch1Single
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\DizzyPunch2.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>DizzyPunch\<Sound SFX>DizzyPunch2
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\DoubleEdge.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>DoubleEdge
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\DoubleKick.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>DoubleKick\<Sound SFX>DoubleKick
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\DoubleKickSingle.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>DoubleKick\<Sound SFX>DoubleKickSingle
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\DoubleSlap.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>DoubleSlap
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\DoubleTeam.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>DoubleTeam\<Sound SFX>DoubleTeam
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\DoubleTeamFull.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>DoubleTeam\<Sound SFX>DoubleTeamFull
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\DoubleTeamShield.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>DoubleTeam\<Sound SFX>DoubleTeamShield
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\DragonRage.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>DragonRage\<Sound SFX>DragonRage
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\DragonRage1.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>DragonRage\<Sound SFX>DragonRage1
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\DragonRage2.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>DragonRage\<Sound SFX>DragonRage2
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\DragonRageDirect.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>DragonRage\<Sound SFX>DragonRageDirect
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\DreamEater.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>DreamEater
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\DrillPeck.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>DrillPeck
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Earthquake.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Earthquake\<Sound SFX>Earthquake
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Earthquake1.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Earthquake\<Sound SFX>Earthquake1
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Earthquake2.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Earthquake\<Sound SFX>Earthquake2
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\EarthquakeDirect.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Earthquake\<Sound SFX>EarthquakeDirect
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\EggBomb.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>EggBomb\<Sound SFX>EggBomb
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\EggBomb1.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>EggBomb\<Sound SFX>EggBomb1
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\EggBomb2.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>EggBomb\<Sound SFX>EggBomb2
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\EggBomb3.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>EggBomb\<Sound SFX>EggBomb3
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Ember.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Ember
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Explosion.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Explosion\<Sound SFX>Explosion
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Explosion1.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Explosion\<Sound SFX>Explosion1
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Explosion2.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Explosion\<Sound SFX>Explosion2
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Explosion3.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Explosion\<Sound SFX>Explosion3
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\FireBlast.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>FireBlast\<Sound SFX>FireBlast
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\FireBlast1.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>FireBlast\<Sound SFX>FireBlast1
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\FireBlast2.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>FireBlast\<Sound SFX>FireBlast2
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\FirePunch.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>FirePunch
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\FireSpin.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>FireSpin\<Sound SFX>FireSpin
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\FireSpin1.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>FireSpin\<Sound SFX>FireSpin1
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\FireSpin2.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>FireSpin\<Sound SFX>FireSpin2
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Fissure.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Fissure\<Sound SFX>Fissure
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Fissure1.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Fissure\<Sound SFX>Fissure1
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Fissure2.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Fissure\<Sound SFX>Fissure2
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Flamethrower.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Flamethrower
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Flash.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Flash
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\FlyHit.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>FlyHit
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\FlyUp.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>FlyUp\<Sound SFX>FlyUp
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\FlyUp1.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>FlyUp\<Sound SFX>FlyUp1
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\FlyUp2.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>FlyUp\<Sound SFX>FlyUp2
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\FocusEnergy.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>FocusEnergy
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\FuryAttack.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>FuryAttack
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\FurySwipes.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>FurySwipes
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Glare.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Glare
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Growth.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Growth
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Guillotine.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Guillotine
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Gust.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Gust\<Sound SFX>Gust
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\GustSingle.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Random Container>Gust\<Sound SFX>GustSingle
E:\AudioSamples\Pokemon\Pokemon SFX Attack Moves & Sound Effects Collection\GEN 1 SFX - Attack Moves - RBY\Harden.wav	\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Moves\<Sound SFX>Harden
